column0,column1,column2
Aastha Hospital,"Address: Road, Jain Nagar Behind Mahendra Hospital, Near Sapphire Hotel, Yamunanagar, Haryana, 135001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Hospital,"Address: Vikas Nagar, Rohtak, Haryana, 124001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Hospital,"Address: Vip Road, Bengalitola, Laheriasarai, Darbhanga, Bihar, 846001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Hospital Maternity Home and Trauma Centre,"Address: Rana Market Complex Nerchowk, Mandi, Himachal Pradesh, NA","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Hospital U/O S K Aastha Hospital Pvt Ltd,"Address: Main Najafgarh Road, Bahadurgarh, Jhajjar, Haryana, 124507","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Maternity Home and Taruma Centre,"Address: Rana Complex, Near Chowk, Mandi, Himachal Pradesh, 175008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Mother and Child Care Centre,"Address: H-214, Harmu Housing Colony, Behind Electric Crid, Near Phal Mandi Harmu By Pass Road, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home,"Address: Amardeep Complex, Opposite Falashrutinagar, Station Road, Bharuch, Gujarat, 392001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home,"Address: Ambphalla, Jammu, Jammu and Kashmir, 180004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home,"Address: Beside Samrat Hotel, Ramesh Chowk, Aurangabad, Bihar, 824101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home,"Address: Opposite J. P. M College, Sri - Nandan Path, Saran, Bihar, 841301","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home and Maternity Centre,"Address: Gopal Pur, Motihari, East Champaran, Bihar, 845401","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Nursing Home and Maternity Centre,"Address: Lal Kothi, Near Muslim High School, Lower Nath Nagar Road, Bhagalpur, Bihar, 812002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Ortho and Fracture Hospital,"Address: Doctor House, Nr.Railwaybridge, Palanpur, Banas kantha, Gujarat, 385001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Orthopaedic Hospital,"Address: 311, Shanti Arcade, Pushpak Appartment, Aec Cross Road, Naranpura. Aec Cross Road, Naranpura, Ahmedabad, Gujarat, 380007","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Orthopaedic Hospital,"Address: Near Railway Overbridge, Doctor House, Palanpur, Banas kantha, Gujarat, 385001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aastha Surgical Hospital,"Address: 101, Pramukh Chamber, Near Tadwadi Circle, Rander Rd, Surat, Gujarat, 395002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aatman Children Hospital,"Address: 1St Floor, Market Yard Shopping Centre, Station Road, Near Rotary Circle, Ankleshwar, Bharuch, Gujarat, 393001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aatmiya Hospital,"Address: Karjan, Vadodara, Gujarat, 391240","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"Aatmiya Hospital,Centre For Trauma and Spine","Address: Silver Coin, Bhavan Teen Rasta, Vadodara, Gujarat, 390009","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aavarda Hospital,"Address: Opp Bus Stand, State Highway, Sabar kantha, Gujarat, 383001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aavkar Hospital,"Address: Nr Mehta Petrol Pump, Girdharnagar, Himatnagar, Sabar kantha, Gujarat, 383001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Children Hospital,"Address: Kalind Complex Near Amit Nagar Vip Main Road, Vadodara, Gujarat, 390006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Heart and Medicare Hospital,"Address: Umiya House, Nr.S.T.Busstop, Himmatnagar, Sabar kantha, Gujarat, 383001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Hospital,"Address: Plot No. 41-42, Near Azad Wegh Bridge, Near N.H. No.8, Valsad, Gujarat, 396191","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Hospital and Maternity Home,"Address: C-9 Ashoka Ratan, Vidhan Sabha Raod Shankar Nagar, Raipur, Chhattisgarh, 492001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Medi Care Hospital and Cardiac Center,"Address: 47, Sweety Society, Nr, Uma Bhavan, Bhatar Road, Surat, Gujarat, 395001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Nri Lepl Health Care Pvt Ltd,"Address: 48-13-3 and 3A, Opp Siddhartha Medical College, Ring Road, Sri Ramachandra Nagar, Vijayawada, Krishna, Andhra Pradesh, 520008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Orthopedic Hospital and Joint Replacement Center,"Address: G.P.O. Lane, Kharivav Road, Opposite Police Ground, Raopura, Vadodara, Gujarat, 390001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayush Surgical Hospital,"Address: 208/209, Heritage Plaza, Opposite Gurukul Temple, Drive In Road, Ahmedabad, Gujarat, 380052","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayushman Nursing Home,"Address: Arsandey, Boreya Road, Ranchi, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Aayushman The Family Hospital,"Address: Srirangam Estate, D.No. 45/142, A1, Near Venkateshwara Swamy Temple, Kurnool, Kurnool, Andhra Pradesh, 518003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Ab Nursing Home,"Address: Subhash Pally, Kishanganj, Bihar, 855108","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abc Dental Clinic andHospital,"Address: NA, Ahmedabad, Gujarat, 380001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abc Hospital,"Address: 16-1-13, Kgh To Beach Down, Opposite Coastak Battery, Maharani Peth, Visakhapatnam, Andhra Pradesh, 530002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abdur Razzaque Ansari Memorial Weavers Hospital,"Address: Gel Church Shopping Complex, A.C Market, Ranchi, Jharkhand, 834001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
"Abha Burns And Plastic Surgery Hospital, Ahmedabad","Address: Valmik Complex, Near Parimal Garden, Ambawadi, Ahmedabad, Gujarat, 380006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abha Eyes Hospital,"Address: Near-Kirti Stambh, Cross Road, Palanpur, Banas kantha, Gujarat, 385001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhay Nursing Home,"Address: J N Road Ramalayam, Tilak Road, East Godavari, Andhra Pradesh, 533101","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhaya Critical Care,"Address: D.No. 18-1-34, Opposite K.G.H. O.P. Gate, Visakhapatnam, Andhra Pradesh, 530002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhaya Emergency Centre,"Address: 79-1-4/1, Jn Road Rajamundry Rajamundry 533103 East Godavari, East Godavari, Andhra Pradesh, 533103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhaya Kidney Care Multispeciality Hospital,"Address: 10-470, Adimurthy Nagar, Opposite Guild Off Service School, Anantapur, Andhra Pradesh, 515001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhaya Multispecialty Hospitals,"Address: Beside C.T.O Office, Main Road, Piduguralla, Guntur, Guntur, Andhra Pradesh, 522413","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhenil Hospital,"Address: Gobind Nagar, Ambalacantt, Ambala, Haryana, 133001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhi Multi Speciality Hospital,"Address: 43-18-18, T.S.N. Colony, Dondaparthy, Siva Sankara Hero Honda Showroom Line, Visakhapatnam, Andhra Pradesh, 530016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhilash Netra Vidyasala,"Address: 3/1350, Gandhi Road Opp: Iswarya Complex Proddatur 516360 Kadapa, Y.S.R., Andhra Pradesh, 516360","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhilasha Hospital,"Address: Koti No. 201, Sector 35- A, Chandigarh, Chandigarh, 160015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinandan Hospital,"Address: O/60, Doctors Colony, Kankarbagh, Patna, Bihar, 800020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Clinic,"Address: 1, Raja Bazar, Bhagirath Vigha, Jehanabad Road Jehanabad, Patna, Bihar, 800002","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Dental Clinic,"Address: Chhotta, Shimla, Himachal Pradesh, NA","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Hospital,"Address: Behind S T Depot, Vadodara, Gujarat, 391440","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Hospital,"Address: F-2, S.G.M Nagar, Badkhai Road, Faridabad, Haryana, 121001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Hospital,"Address: Hospital Road, Araria, Bihar, 854311","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinav Nursing Home,"Address: Sector-16, Ajanta Complex, Vijay Marg, Gandhinagar, Gujarat, 382016","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhinava Eye Hospital,"Address: No. 36, Vagdevi, Shankara Park, Opposite Jnanodaya School, Bengaluru Urban, Karnataka, 560004","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhineet N H and Research Centre,"Address: West Church Road, Gaya, Bihar, 823001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhisek Maternity and Nursing Home,"Address: 104-105, 1St Floor, Shivalay-2/A, Nr Hasubhai Park, Jodhpur Gam, Ahmedabad, Gujarat, 380015","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Hospital,"Address: Opposite Priya Cinema, Kapadwanj, Kheda, Gujarat, 387620","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Hospital,"Address: Shivalik Complex, Subhanpura Main Road, Vadodara, Gujarat, 390023","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Hospital - Hospet,"Address: Basaveshwar Badavane, College Road, Ballari, Karnataka, 583201","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Hospital and Heart Centre,"Address: Vibhav Complex, Opposite Canana Bank, L. G. Corner, Maninagar, Ahmedabad, Gujarat, 380008","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Kidney and General Hospital (Kcm Hospital),"Address: 3/224, Upendra Complex, Christian Lane, Y.S.R., Andhra Pradesh, 516001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Nethradhama,"Address: Hig 2024, 3Rd 'B' Cross, Near State Bank Of India Yelahanka New Town, Bengaluru Rural, Karnataka, 560060","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishek Surgical Hospital,"Address: Ananddeep Apartment Chowki Sheri Near Rampura Petrol Pump, Surat, Gujarat, 395003","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishekh Hospital Icu and Nicu,"Address: 2Nd Floor Goverdhan Complex, Beside White House Opp Monghabhai Hall, Valsad, Gujarat, 396001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhishyam Foundation,"Address: NA, Valsad, Gujarat, 396195","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhivan Medicare Kidney and Dialysis Center,"Address: Shop No-40, Sector-16D, Chandigarh, Chandigarh, 160020","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhyankar Nursing Home,"Address: A-Block, 1St Floor, Silver Arc. Opp Pan Shikura Hotel, Town Hall, Ellisbridge, Ahmedabad, Gujarat, 380006","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abhyankars Hospital,"Address: Vapi, Valsad, Gujarat, 396195","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Able Charitable Hospital,"Address: Vill Behrola, Palwal, Palwal, Haryana, 121102","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abrol Medical and Heart Care Centre,"Address: 20, Nehru Nagar, Tehsil Town, Panipat, Haryana, 132103","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Abrol Orthopaedics Hospital - Rsby/ Abrol Bone and Joint Hospital,"Address: Opposite General Hospital Model Town, Fatehabad, Haryana, 125050","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Accident Fracture Hospital,"Address: Kanak Road, B/H S. T. Bus Station, Rajkot, Gujarat, 360001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Accident Relife Care,"Address: 40/12, Kumara Krupa Road, Kumara Park East, Bengaluru Urban, Karnataka, 560001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Accord Multi Speciality Hospital,"Address: Mundra Road, Bhuj, Kachchh, Gujarat, 370001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
Accurate Dialysis Centre,"Address: Aastha Plus Complex, 301/B, Nr Alkapuri Society, Zanzarda Road, Junagadh, Gujarat, 362001","Contact: Emergency Number: , Ambulance Phone Number: , Bloodbank Phone Number: , Tollfree Number: , Helpline Number:"
